Item ID,Item Name,Sales Description,Selling Price,Sales Account,Is Returnable Item,Brand,Manufacturer,Package Weight,Package Length,Package Width,Package Height,Dimension Unit,Weight Unit,Taxable,Exemption Reason,Taxability Type,Product Type,Source,Reference ID,Last Sync Time,Status,Unit,SKU,HSN/SAC,UPC,EAN,ISBN,Part Number,Purchase Price,Purchase Account,Purchase Description,Inventory Account,TrackSerialNumber,Track Batches,Reorder Level,Preferred Vendor,Warehouse Name,Opening Stock,Opening Stock Value,Stock On Hand,Is Combo Product,Item Type,Category Name,Intra State Tax Name,Intra State Tax Rate,Intra State Tax Type,Inter State Tax Name,Inter State Tax Rate,Inter State Tax Type
536460000007339713,Capacitor 0.1K 400V CTR 100nF,,INR 8.00,Sales,false,CTR,,0.00,0.00,0.00,0.00,cm,kg,true,,,goods,2,,,Active,Nos,FFACT000u111A3,85322500,,,,,INR 8.00,Materials,,Inventory Asset,false,false,,,Main Store,25.00,INR 8.00,0.00,false,Inventory,Capacitor,GST18,18.000000,Group,IGST18,18.000000,Simple
536460000007340752,Capacitor 68UFD/450VDC- Punsumi,,INR 35.00,Sales,false,Punsumi,,0.00,0.00,0.00,0.00,,,true,,,goods,2,,,Active,Nos,FERPU0068u13A3,85322500,,,,,INR 35.00,Materials,,Inventory Asset,false,false,,,Main Store,75.00,INR 35.00,0.00,false,Inventory,Capacitor,GST18,18.000000,Group,IGST18,18.000000,Simple
536460000007341789,Capacitor 2200uf/50 V (Keltron),,INR 19.00,Sales,false,Keltron,,0.00,0.00,0.00,0.00,,,true,,,goods,2,,,Active,Nos,FERKE2200u04A3,85322500,,,,,INR 19.00,Materials,,Inventory Asset,false,false,,,Main Store,4.00,INR 19.00,0.00,false,Inventory,Capacitor,GST18,18.000000,Group,IGST18,18.000000,Simple
536460000007342826,Capacitor 1MFD/63V  (Keltron),,INR 0.65,Sales,false,Keltron,,0.00,0.00,0.00,0.00,,,true,,,goods,2,,,Active,Nos,FERKE0001u05A3,85322500,,,,,INR 0.65,Materials,,Inventory Asset,false,false,,,Main Store,1000.00,INR 0.65,343.00,false,Inventory,Capacitor,GST18,18.000000,Group,IGST18,18.000000,Simple
536460000007343863,Capacitor 4.7 uf 63V (Keltron),,INR 0.65,Sales,false,Keltron,,0.00,0.00,0.00,0.00,,,true,,,goods,2,,,Active,Nos,FERKE004u705A3,85322500,,,,,INR 0.65,Materials,,Inventory Asset,false,false,,,Main Store,1000.00,INR 0.65,500.00,false,Inventory,Capacitor,GST18,18.000000,Group,IGST18,18.000000,Simple
536460000007344902,Capacitor 4.7uf 630V KEMET,,INR 200.00,Sales,false,KEMET,,0.00,0.00,0.00,0.00,,,true,,,goods,2,,,Active,Nos,FFBKM004u716A3,85322500,,,,,INR 200.00,Materials,,Inventory Asset,false,false,,,Main Store,200.00,INR 200.00,195.00,false,Inventory,Capacitor,GST18,18.000000,Group,IGST18,18.000000,Simple
536460000007345939,Capacitor 10uf 63V KEMET (R60DN51005030J),,INR 164.00,Sales,false,KEMET,,0.00,0.00,0.00,0.00,,,true,,,goods,2,,,Active,Nos,FFBKM0010u05A3,85322500,,,,,INR 164.00,Materials,,Inventory Asset,false,false,,,Main Store,9.00,INR 164.00,0.00,false,Inventory,Capacitor,GST18,18.000000,Group,IGST18,18.000000,Simple
536460000007346976,Capacitor 4.7uf 310V KEMET (F862FY475K310ZLH0J),,INR 224.00,Sales,false,KEMET,,0.00,0.00,0.00,0.00,,,true,,,goods,2,,,Active,Nos,FFBKM004u709A3,85322500,,,,,INR 224.00,Materials,,Inventory Asset,false,false,,,Main Store,33.00,INR 224.00,0.00,false,Inventory,Capacitor,GST18,18.000000,Group,IGST18,18.000000,Simple
536460000007348013,"Capacitor 2.2 nf/ (2000-2500V)-Vishay,Grey",,INR 8.00,Sales,false,Vishay,,0.00,0.00,0.00,0.00,,,true,,,goods,2,,,Active,Nos,FFBVI002n224A3,85322500,,,,,INR 8.00,Materials,,Inventory Asset,false,false,,,Main Store,226.00,INR 8.00,240.00,false,Inventory,Capacitor,GST18,18.000000,Group,IGST18,18.000000,Simple
536460000007349052,"Capacitor 10 nf/ 2000V(2KV)-Alcon,White",,INR 8.50,Sales,false,Alcon,,0.00,0.00,0.00,0.00,,,true,,,goods,2,,,Active,Nos,FFAAL0010n24A3,85322500,,,,,INR 8.50,Materials,,Inventory Asset,false,false,,,Main Store,87.00,INR 8.50,27.00,false,Inventory,Capacitor,GST18,18.000000,Group,IGST18,18.000000,Simple
536460000007350089,"Capacitor 10 nf/ 2000V(2KV)-Vishay,Black,5%",,INR 7.50,Sales,false,Vishay,,0.00,0.00,0.00,0.00,,,true,,,goods,2,,,Active,Nos,FFBVI0010n24A3,85322500,,,,,INR 7.50,Materials,,Inventory Asset,false,false,,,Main Store,583.00,INR 7.50,228.00,false,Inventory,Capacitor,GST18,18.000000,Group,IGST18,18.000000,Simple
536460000007351126,Capacitor 0.22 uf/2000V Alcon -Blue,,INR 26.50,Sales,false,Alcon,,0.00,0.00,0.00,0.00,,,true,,,goods,2,,,Active,Nos,FFAAL00u2224A3,85322500,,,,,INR 26.50,Materials,,Inventory Asset,false,false,,,Main Store,149.00,INR 26.50,55.00,false,Inventory,Capacitor,GST18,18.000000,Group,IGST18,18.000000,Simple
