InventoryAdjustment#,Date,Reference#,Status,InventoryAdjustment ID,Adjustment Type,Reason,Description,Item Name,Item ID,SKU,Account,Inventory Account,Item Desc,Quantity Adjusted,Cost Price,Value Adjusted,Usage unit,Warehouse Name
2529,2022-03-30,,Adjusted,536460000016815615,quantity,in house consumption,,"FRP Pipe,φ(10-12),L=1000",536460000008019566,FPF0100121000F,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,TRM
2530,2022-03-30,,Adjusted,536460000016815633,quantity,Proof wasn't submitted,,"FRP Pipe,φ(100-110),L=500",536460000008044454,FPF1001100500F,Cost of Goods Sold,Inventory Asset,,1.00,890.000000,,Nos,Main Store
2531,2022-03-30,,Adjusted,536460000016815653,quantity,in house consumption,,"FRP Pipe,φ(100-110),L=500",536460000008044454,FPF1001100500F,Cost of Goods Sold,Inventory Asset,,-3.00,0.000000,,Nos,Mechanical
2532,2022-03-30,,Adjusted,536460000016815671,quantity,in house consumption,,"FRP Pipe,φ(100-110),L=900",536460000016225647,FPF100110900F,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,Main Store
2533,2022-03-30,,Adjusted,536460000016815689,quantity,in house consumption,,"FRP Pipe,φ(100-125),L=349",536460000016494476,FPF1001250349F,Cost of Goods Sold,Inventory Asset,,-84.00,0.000000,,Nos,Main Store
2534,2022-03-30,,Adjusted,536460000016815707,quantity,in house consumption,,"FRP Pipe,φ(100-125),L=421",536460000016494447,FPF1001250421F,Cost of Goods Sold,Inventory Asset,,-12.00,0.000000,,Nos,Main Store
2535,2022-03-30,,Adjusted,536460000016815725,quantity,in house consumption,,"FRP Pipe,φ(100-125),L=495.5",536460000016494505,FPF1001250495F,Cost of Goods Sold,Inventory Asset,,-12.00,0.000000,,Nos,Main Store
2536,2022-03-30,,Adjusted,536460000016815743,quantity,in house consumption,,"FRP Pipe,φ(105-125),L=800",536460000016136023,FPF1051250800F,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,Main Store
2537,2022-03-30,,Adjusted,536460000016815761,quantity,in house consumption,,"FRP Pipe,φ(110-115),L=1200",536460000008046528,FPF1101151200F,Cost of Goods Sold,Inventory Asset,,-8.00,0.000000,,Nos,Main Store
2538,2022-03-30,,Adjusted,536460000016815779,quantity,in house consumption,,"FRP Pipe,φ(110-115),L=1200",536460000008046528,FPF1101151200F,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,Mechanical
2539,2022-03-30,,Adjusted,536460000016815797,quantity,in house consumption,,"FRP Pipe,φ(110-115),L=1200",536460000008046528,FPF1101151200F,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,TRM
2540,2022-03-30,,Adjusted,536460000016815813,quantity,in house consumption,,"FRP Pipe,φ(110-115),L=378",536460000008045491,FPF1101150378F,Cost of Goods Sold,Inventory Asset,,-5.00,0.000000,,Nos,Main Store
2541,2022-03-30,,Adjusted,536460000016815831,quantity,in house consumption,,"FRP Pipe,φ(115-135),L=720",536460000008047565,FPF1151350720F,Cost of Goods Sold,Inventory Asset,,-7.00,0.000000,,Nos,Main Store
2542,2022-03-30,,Adjusted,536460000016815849,quantity,in house consumption,,"FRP Pipe,φ(12-16),L=1010",536460000008020603,FPF0120161010F,Cost of Goods Sold,Inventory Asset,,-6.00,0.000000,,Nos,Main Store
2543,2022-03-30,,Adjusted,536460000016815867,quantity,in house consumption,,"FRP Pipe,φ(12-16),L=1010",536460000008020603,FPF0120161010F,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,Mechanical
2544,2022-03-30,,Adjusted,536460000016815885,quantity,in house consumption,,"FRP Pipe,φ(12-16),L=1010",536460000008020603,FPF0120161010F,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,TRM
2545,2022-03-30,,Adjusted,536460000016817273,quantity,in house consumption,,"FRP Pipe,φ(12-16),L=1010",536460000008020603,FPF0120161010F,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,Main Store
2546,2022-03-30,,Adjusted,536460000016817291,quantity,in house consumption,,"FRP Pipe,φ(130-135),L=1000",536460000008048602,FPF1301351000F,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Nos,Main Store
2547,2022-03-30,,Adjusted,536460000016817309,quantity,in house consumption,,"FRP Pipe,φ(130-135),L=1000",536460000008048602,FPF1301351000F,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,Mechanical
2548,2022-03-30,,Adjusted,536460000016817325,quantity,in house consumption,,"FRP Pipe,φ(130-136),L=1200",536460000008049639,FPF1301361200F,Cost of Goods Sold,Inventory Asset,,-5.00,0.000000,,Nos,Main Store
2549,2022-03-30,,Adjusted,536460000016817343,quantity,in house consumption,,"FRP Pipe,φ(130-136),L=1200",536460000008049639,FPF1301361200F,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,Mechanical
2550,2022-03-31,,Adjusted,536460000016813483,quantity,in house consumption,,"Copper Rod,φ12",536460000007608405,RD00CUNA0123RH,Cost of Goods Sold,Inventory Asset,"Copper Rod,φ12",-8.37,0.000000,,Kg,Mechanical
2551,2022-03-31,,Adjusted,536460000016813501,quantity,in house consumption,,"Copper Rod,φ12",536460000007608405,RD00CUNA0123RH,Cost of Goods Sold,Inventory Asset,"Copper Rod,φ12",-9.55,0.000000,,Kg,Main Store
2552,2022-03-31,,Adjusted,536460000016813519,quantity,in house consumption,,"Copper Rod,φ16",536460000007609442,RD00CUNA0163RH,Cost of Goods Sold,Inventory Asset,"Copper Rod,φ16",-3.74,0.000000,,Kg,Mechanical
2553,2022-03-31,,Adjusted,536460000016813537,quantity,in house consumption,,"Copper Rod,φ16",536460000007609442,RD00CUNA0163RH,Cost of Goods Sold,Inventory Asset,"Copper Rod,φ16",-5.40,0.000000,,Kg,Main Store
2554,2022-03-31,,Adjusted,536460000016813555,quantity,in house consumption,,"Copper Rod,φ20",536460000007610479,RD00CUNA0203RH,Cost of Goods Sold,Inventory Asset,"Copper Rod,φ20",-5.00,0.000000,,Kg,IHV
2555,2022-03-31,,Adjusted,536460000016813573,quantity,in house consumption,,"Copper Rod,φ20",536460000007610479,RD00CUNA0203RH,Cost of Goods Sold,Inventory Asset,"Copper Rod,φ20",-0.40,0.000000,,Kg,Main Store
2556,2022-03-31,,Adjusted,536460000016813591,quantity,in house consumption,,"Copper Rod,φ30",536460000016422387,RD00CUNA0303RH,Cost of Goods Sold,Inventory Asset,"Copper Rod,φ20",-1.20,0.000000,,Kg,Mechanical
2557,2022-03-31,,Adjusted,536460000016813609,quantity,in house consumption,,"Copper Rod,φ30",536460000016422387,RD00CUNA0303RH,Cost of Goods Sold,Inventory Asset,"Copper Rod,φ20",-1.00,0.000000,,Kg,TRM
2558,2022-03-31,,Adjusted,536460000016813627,quantity,in house consumption,,"Copper Rod,φ68",536460000007611516,RD00CUNA0681RH,Cost of Goods Sold,Inventory Asset,"Copper Rod,φ68",-1.87,0.000000,,Kg,Main Store
2559,2022-03-31,,Adjusted,536460000016813645,quantity,in house consumption,,Copper Rope  300 mm Sq.,536460000007586628,WCRxxx300sqmT2,Cost of Goods Sold,Inventory Asset,,-63.05,0.000000,,Kg,Main Store
2560,2022-03-31,,Adjusted,536460000016813663,quantity,in house consumption,,"Copper Sheet 1270x1270x3 mm (50”x50”x3 mm),99.99 %",536460000016098656,SCUNA127127FRH,Cost of Goods Sold,Inventory Asset,,-215.00,0.000000,,kg,Mechanical
2561,2022-03-31,,Adjusted,536460000016813681,quantity,in house consumption,,"Copper Sheet 1270x1270x3 mm (50”x50”x3 mm),99.99 %",536460000016098656,SCUNA127127FRH,Cost of Goods Sold,Inventory Asset,,-224.88,0.000000,,kg,Main Store
2562,2022-03-31,,Adjusted,536460000016813699,quantity,in house consumption,,"Copper Sheet 970x970x3 mm (38”x38”x3 mm),99.99 %",536460000016098685,SCUNA097097FRH,Cost of Goods Sold,Inventory Asset,,-109.20,0.000000,,kg,Main Store
2563,2022-03-31,,Adjusted,536460000016813717,quantity,in house consumption,,Copper Strip (360mmx 0.2mm),536460000007623960,STCUNA3600d2RH,Cost of Goods Sold,Inventory Asset,Copper Strip (360mmx 0.2mm),-1.70,0.000000,,Kg,TRM
2564,2022-03-31,,Adjusted,536460000016813735,quantity,in house consumption,,Copper Strip (360mmx 0.2mm),536460000007623960,STCUNA3600d2RH,Cost of Goods Sold,Inventory Asset,Copper Strip (360mmx 0.2mm),-7.90,0.000000,,Kg,Main Store
2565,2022-03-31,,Adjusted,536460000016813751,quantity,in house consumption,,Copper strip 3.8x2.5mm,536460000007555518,WCSBIC3m82m5T1,Cost of Goods Sold,Inventory Asset,,-26.39,0.000000,,Kg,TRM
2566,2022-03-31,,Adjusted,536460000016813769,quantity,in house consumption,,Copper strip 3.8x2.5mm,536460000007555518,WCSBIC3m82m5T1,Cost of Goods Sold,Inventory Asset,,-76.602,0.000000,,Kg,Main Store
2567,2022-03-31,,Adjusted,536460000016813799,quantity,in house consumption,,Copper strip 4x2mm,536460000016345583,WCSBIC04m02mT1,Cost of Goods Sold,Inventory Asset,,-10.00,0.000000,,Kg,TRM
2568,2022-03-31,,Adjusted,536460000016813817,quantity,in house consumption,,Copper strip 4x2mm,536460000016345583,WCSBIC04m02mT1,Cost of Goods Sold,Inventory Asset,,-46.175,0.000000,,Kg,Main Store
2569,2022-03-31,,Adjusted,536460000016813835,quantity,in house consumption,,Copper strip 6x2mm,536460000007557592,WCSBIC06m02mT1,Cost of Goods Sold,Inventory Asset,,-292.345,0.000000,,Kg,TRM
2570,2022-03-31,,Adjusted,536460000016813853,quantity,in house consumption,,Copper strip 6x2mm,536460000007557592,WCSBIC06m02mT1,Cost of Goods Sold,Inventory Asset,,-1.17,0.000000,,Kg,Main Store
2571,2022-03-31,,Adjusted,536460000016813911,quantity,in house consumption,,Copper strip 6x3mm,536460000016243321,WCSBIC06m03mT1,Cost of Goods Sold,Inventory Asset,,-165.32,0.000000,,Kg,TRM
2572,2022-03-31,,Adjusted,536460000016813943,quantity,in house consumption,,Copper strip 6x3mm,536460000016243321,WCSBIC06m03mT1,Cost of Goods Sold,Inventory Asset,,-162.40,0.000000,,Kg,Main Store
2573,2022-03-31,,Adjusted,536460000016813973,quantity,in house consumption,,Copper strip 6x3mm,536460000016243321,WCSBIC06m03mT1,Cost of Goods Sold,Inventory Asset,,-2.80,0.000000,,Kg,TRM
2574,2022-03-31,,Adjusted,536460000016818019,quantity,in house consumption,,Copper strip 7x2.5mm,536460000007556555,WCSBIC07m2m5T1,Cost of Goods Sold,Inventory Asset,,-99.72,0.000000,,Kg,TRM
2575,2022-03-31,,Adjusted,536460000016818037,quantity,in house consumption,,Copper strip 7x2.5mm,536460000007556555,WCSBIC07m2m5T1,Cost of Goods Sold,Inventory Asset,,-106.035,0.000000,,Kg,Main Store
2576,2022-03-31,,Adjusted,536460000016818053,quantity,in house consumption,,Copper Tab P32 332 A 353/1,536460000016083322,WCTP32332A**RH,Cost of Goods Sold,Inventory Asset,,-6100.00,0.000000,,Nos,Main Store
2577,2022-03-31,,Adjusted,536460000016818071,quantity,in house consumption,,Copper Tab P20 332 A 157/2,536460000016083351,WCTP20332A**RH,Cost of Goods Sold,Inventory Asset,,-7000.00,0.000000,,Nos,Main Store
2578,2022-03-31,,Adjusted,536460000016818089,quantity,in house consumption,,Copper Thimble 2.5 mm (Sanp ins.),536460000009717962,LCTJA002m5SNH1,Cost of Goods Sold,Inventory Asset,,-14.00,0.000000,,Nos,IHV
2579,2022-03-31,,Adjusted,536460000016818107,quantity,in house consumption,,Copper Thimble 2.5 mm (Sanp ins.),536460000009717962,LCTJA002m5SNH1,Cost of Goods Sold,Inventory Asset,,-289.00,0.000000,,Nos,Main Store
2580,2022-03-31,,Adjusted,536460000016818123,quantity,in house consumption,,Copper Tin Braided Wire-10x3mm,536460000016198523,BW00CUNA1003RH,Cost of Goods Sold,Inventory Asset,Copper Braided Wire-25x3mm,-2.50,0.000000,,Kg,IHV
2581,2022-03-31,,Adjusted,536460000016818141,quantity,in house consumption,,Copper Tin Braided Wire-10x3mm,536460000016198523,BW00CUNA1003RH,Cost of Goods Sold,Inventory Asset,Copper Braided Wire-25x3mm,-0.50,0.000000,,Kg,Main Store
2582,2022-03-31,,Adjusted,536460000016818157,quantity,in house consumption,,Copper wire  37 SWG,536460000016228894,WCWIMP037SWGT1,Cost of Goods Sold,Inventory Asset,,-2.118,0.000000,,Kg,TRM
2583,2022-03-31,,Adjusted,536460000016818175,quantity,in house consumption,,Copper wire  38 SWG,536460000007582480,WCWIMP038SWGT1,Cost of Goods Sold,Inventory Asset,,-4.63,0.000000,,Kg,TRM
2585,2022-03-31,,Adjusted,536460000016818207,quantity,in house consumption,,Copper wire  41 SWG,536460000007583517,WCWIMP041SWGT1,Cost of Goods Sold,Inventory Asset,,-7.301,0.000000,,Kg,TRM
2586,2022-03-31,,Adjusted,536460000016818239,quantity,in house consumption,,Copper wire 11 SWG,536460000007558629,WCWBIC011SWGT1,Cost of Goods Sold,Inventory Asset,,-2.09,0.000000,,Kg,Main Store
2587,2022-03-31,,Adjusted,536460000016818257,quantity,in house consumption,,Copper wire 11 SWG,536460000007558629,WCWBIC011SWGT1,Cost of Goods Sold,Inventory Asset,,-17.91,0.000000,,Kg,TRM
2588,2022-03-31,,Adjusted,536460000016818275,quantity,in house consumption,,Copper wire 12 SWG,536460000007559666,WCWBIC012SWGT1,Cost of Goods Sold,Inventory Asset,,-58.04,0.000000,,Kg,TRM
2589,2022-03-31,,Adjusted,536460000016818293,quantity,in house consumption,,Copper wire 12 SWG,536460000007559666,WCWBIC012SWGT1,Cost of Goods Sold,Inventory Asset,,-18.92,0.000000,,Kg,Main Store
2590,2022-03-31,,Adjusted,536460000016818309,quantity,in house consumption,,Copper wire 13 SWG,536460000007560703,WCWBIC013SWGT1,Cost of Goods Sold,Inventory Asset,,-13.781,0.000000,,Kg,TRM
2591,2022-03-31,,Adjusted,536460000016818327,quantity,in house consumption,,Copper wire 14 SWG,536460000007561740,WCWBIC014SWGT1,Cost of Goods Sold,Inventory Asset,,-57.43,0.000000,,Kg,TRM
2592,2022-03-31,,Adjusted,536460000016817377,quantity,in house consumption,,Thermocouple-Simplex Wire 1/24 SWG- 10 mtrs,536460000016422185,THCP1b24XXXXST,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Nos,PHV
2593,2022-03-31,,Adjusted,536460000016818345,quantity,in house consumption,,Copper wire 15 SWG,536460000007562777,WCWBIC015SWGT1,Cost of Goods Sold,Inventory Asset,,-60.92,0.000000,,Kg,TRM
2594,2022-03-31,,Adjusted,536460000016818363,quantity,in house consumption,,Copper wire 15 SWG,536460000007562777,WCWBIC015SWGT1,Cost of Goods Sold,Inventory Asset,,-21.601,0.000000,,Kg,Main Store
2595,2022-03-31,,Adjusted,536460000016818379,quantity,in house consumption,,Copper wire 17 SWG,536460000007564851,WCWBIC017SWGT1,Cost of Goods Sold,Inventory Asset,,-759.281,0.000000,,Kg,TRM
2596,2022-03-31,,Adjusted,536460000016818397,quantity,in house consumption,,Copper wire 18 SWG,536460000007565888,WCWBIC018SWGT1,Cost of Goods Sold,Inventory Asset,,-846.986,0.000000,,Kg,Main Store
2597,2022-03-31,,Adjusted,536460000016818415,quantity,in house consumption,,Copper wire 18 SWG,536460000007565888,WCWBIC018SWGT1,Cost of Goods Sold,Inventory Asset,,-898.986,0.000000,,Kg,TRM
2598,2022-03-31,,Adjusted,536460000016818447,quantity,in house consumption,,Copper wire 18 SWG,536460000007565888,WCWBIC018SWGT1,Cost of Goods Sold,Inventory Asset,,-7.62,0.000000,,Kg,TRM
2599,2022-03-31,,Adjusted,536460000016818479,quantity,in house consumption,,Copper wire 19 SWG,536460000007566925,WCWBIC019SWGT1,Cost of Goods Sold,Inventory Asset,,-19.18,0.000000,,Kg,TRM
2600,2022-03-31,,Adjusted,536460000016818497,quantity,in house consumption,,Copper wire 20 SWG,536460000007567962,WCWBIC020SWGT1,Cost of Goods Sold,Inventory Asset,,-33.691,0.000000,,Kg,TRM
2601,2022-03-31,,Adjusted,536460000016817395,quantity,in house consumption,,Wire Gauge,536460000013656029,WGNAXXXXXXXXS2,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,IHV
2602,2022-03-31,,Adjusted,536460000016818515,quantity,in house consumption,,Copper wire 21 SWG,536460000007568999,WCWBIC021SWGT1,Cost of Goods Sold,Inventory Asset,,-139.387,0.000000,,Kg,TRM
2603,2022-03-31,,Adjusted,536460000016818533,quantity,in house consumption,,Copper wire 23 SWG,536460000007570036,WCWBIC023SWGT1,Cost of Goods Sold,Inventory Asset,,-11.85,0.000000,,Kg,PHV
2604,2022-03-31,,Adjusted,536460000016818551,quantity,in house consumption,,Copper wire 23 SWG,536460000007570036,WCWBIC023SWGT1,Cost of Goods Sold,Inventory Asset,,-39.537,0.000000,,Kg,TRM
2605,2022-03-31,,Adjusted,536460000016817413,quantity,in house consumption,,"Wire Mesh MS, 30X30X3 mm",536460000008682311,WMESHMS*****RB,Cost of Goods Sold,Inventory Asset,,-54.00,0.000000,,Kgs,Mechanical
2606,2022-03-31,,Adjusted,536460000016817431,quantity,in house consumption,,"Wire Mesh MS, 30X30X3 mm",536460000008682311,WMESHMS*****RB,Cost of Goods Sold,Inventory Asset,,-34.00,0.000000,,Kgs,Main Store
2607,2022-03-31,,Adjusted,536460000016818569,quantity,in house consumption,,Copper wire 24 SWG,536460000007571073,WCWBIC024SWGT1,Cost of Goods Sold,Inventory Asset,,6.46,589.260000,,Kg,Main Store
2608,2022-03-31,,Adjusted,536460000016818589,quantity,in house consumption,,Copper wire 24 SWG,536460000007571073,WCWBIC024SWGT1,Cost of Goods Sold,Inventory Asset,,-25.825,0.000000,,Kg,TRM
2609,2022-03-31,,Adjusted,536460000016818607,quantity,in house consumption,,Copper wire 25 SWG,536460000007572110,WCWBIC025SWGT1,Cost of Goods Sold,Inventory Asset,,1.18,602.000000,,Kg,Main Store
2610,2022-03-31,,Adjusted,536460000016818627,quantity,in house consumption,,Copper wire 25 SWG,536460000007572110,WCWBIC025SWGT1,Cost of Goods Sold,Inventory Asset,,-4.149,0.000000,,Kg,TRM
2611,2022-03-31,,Adjusted,536460000016818643,quantity,in house consumption,,Copper wire 26 SWG,536460000007573147,WCWBIC026SWGT1,Cost of Goods Sold,Inventory Asset,,-3.83,0.000000,,Kg,TRM
2612,2022-03-31,,Adjusted,536460000016818661,quantity,in house consumption,,Copper wire 27 SWG,536460000007574184,WCWBIC027SWGT1,Cost of Goods Sold,Inventory Asset,,-4.55,0.000000,,Kg,TRM
2613,2022-03-31,,Adjusted,536460000016818679,quantity,in house consumption,,Copper wire 28 SWG,536460000007575221,WCWIMP028SWGT1,Cost of Goods Sold,Inventory Asset,,-18.32,0.000000,,Kg,TRM
2614,2022-03-31,,Adjusted,536460000016818697,quantity,in house consumption,,Copper wire 28 SWG,536460000007575221,WCWIMP028SWGT1,Cost of Goods Sold,Inventory Asset,,-7.01,0.000000,,Kg,Main Store
2615,2022-03-31,,Adjusted,536460000016818715,quantity,in house consumption,,Copper wire 29 SWG,536460000007576258,WCWxxx029SWGT1,Cost of Goods Sold,Inventory Asset,,-0.72,0.000000,,Kg,Main Store
2616,2022-03-31,,Adjusted,536460000016818733,quantity,in house consumption,,Copper wire 29 SWG,536460000007576258,WCWxxx029SWGT1,Cost of Goods Sold,Inventory Asset,,-5.28,0.000000,,Kg,TRM
2617,2022-03-31,,Adjusted,536460000016818749,quantity,in house consumption,,Copper wire 30 SWG,536460000007577295,WCWIMP030SWGT1,Cost of Goods Sold,Inventory Asset,,-3.10,0.000000,,Kg,TRM
2618,2022-03-31,,Adjusted,536460000016818767,quantity,in house consumption,,Copper wire 34 SWG,536460000007580406,WCWIMP034SWGT1,Cost of Goods Sold,Inventory Asset,,-0.049,0.000000,,Kg,Main Store
2619,2022-03-31,,Adjusted,536460000016818785,quantity,in house consumption,,Copper wire 34 SWG,536460000007580406,WCWIMP034SWGT1,Cost of Goods Sold,Inventory Asset,,-22.238,0.000000,,Kg,TRM
2620,2022-03-31,,Adjusted,536460000016817449,quantity,in house consumption,,Hex Bolt Brass M6X75 Brass,536460000012528600,BBRHBXX06075SS,Cost of Goods Sold,Inventory Asset,,-16.00,0.000000,,Nos,Main Store
2621,2022-03-31,,Adjusted,536460000016817467,quantity,in house consumption,,Hex Bolt Brass M6X80 Brass,536460000012529637,BBRHBXX06080SS,Cost of Goods Sold,Inventory Asset,,-100.00,0.000000,,Nos,Main Store
2622,2022-03-31,,Adjusted,536460000016817485,quantity,in house consumption,,"Barrier Terminal Blocks,2-Pin, 30A, Wire Clamp Plated Steel Screw",536460000009946157,BTBCIWC02P30C8,Cost of Goods Sold,Inventory Asset,,-156.00,0.000000,,Nos,Main Store
2623,2022-03-31,,Adjusted,536460000016817503,quantity,in house consumption,,"Barrier Terminal Blocks,7-Pin, 30A, Wire Clamp Plated Steel Screw",536460000009950305,BTBCIWC07P30C8,Cost of Goods Sold,Inventory Asset,,-12.00,0.000000,,Nos,TRM
2624,2022-03-31,,Adjusted,536460000016817521,quantity,in house consumption,,"Barrier Terminal Blocks,7-Pin, 30A, Wire Clamp Plated Steel Screw",536460000009950305,BTBCIWC07P30C8,Cost of Goods Sold,Inventory Asset,,-24.00,0.000000,,Nos,Main Store
2625,2022-03-31,,Adjusted,536460000016817539,quantity,in house consumption,,Hex Bolt Brass M8X25 Brass,536460000012530674,BBRHBXX08025SS,Cost of Goods Sold,Inventory Asset,,-9.00,0.000000,,Nos,Main Store
2626,2022-03-31,,Adjusted,536460000016818815,quantity,in house consumption,,Copper wire 44 SWG,536460000007585591,WCWxxx044SWGT1,Cost of Goods Sold,Inventory Asset,,-4.00,0.000000,,Kg,TRM
2627,2022-03-31,,Adjusted,536460000016818833,quantity,in house consumption,,Copper wire 44 SWG,536460000007585591,WCWxxx044SWGT1,Cost of Goods Sold,Inventory Asset,,-920.934,0.000000,,Kg,Main Store
2628,2022-03-31,,Adjusted,536460000016818849,quantity,in house consumption,,Thimble Copper Ring 240X16.2,536460000009689963,LRCJA24016UTH1,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,Main Store
2629,2022-03-31,,Adjusted,536460000016818867,quantity,in house consumption,,Thimble Copper Ring 400X20,536460000009688926,LRCJA00400UTH1,Cost of Goods Sold,Inventory Asset,,-43.00,0.000000,,Nos,TTD
2630,2022-03-31,,Adjusted,536460000016818885,quantity,in house consumption,,Thimble Copper Ring 95X10 Jainson,536460000016439216,LRAJA09510UTH1,Cost of Goods Sold,Inventory Asset,,-30.00,0.000000,,Nos,Main Store
2631,2022-03-31,,Adjusted,536460000016818903,quantity,in house consumption,,Copper Ring 95mmX16,536460000009751146,LRCJA09516RTH1,Cost of Goods Sold,Inventory Asset,,-3.00,0.000000,,Nos,IHV
2632,2022-03-31,,Adjusted,536460000016818921,quantity,in house consumption,,Copper Ring 95mmX16,536460000009751146,LRCJA09516RTH1,Cost of Goods Sold,Inventory Asset,,-17.00,0.000000,,Nos,PHV
2633,2022-03-31,,Adjusted,536460000016818937,quantity,in house consumption,,Copper Ring 95mmX16,536460000009751146,LRCJA09516RTH1,Cost of Goods Sold,Inventory Asset,,-5.00,0.000000,,Nos,Main Store
2634,2022-03-31,,Adjusted,536460000016818955,quantity,in house consumption,,Copper Ring 95mmX12,536460000009749072,LRCJA09512RTH1,Cost of Goods Sold,Inventory Asset,,-3.00,0.000000,,Nos,PHV
2635,2022-03-31,,Adjusted,536460000016818971,quantity,in house consumption,,Copper Ring 95mmX12,536460000009749072,LRCJA09512RTH1,Cost of Goods Sold,Inventory Asset,,-6.00,0.000000,,Nos,Main Store
2636,2022-03-31,,Adjusted,536460000016818987,quantity,in house consumption,,Copper Ring 95mmX10,536460000009750109,LRCJA09510RTH1,Cost of Goods Sold,Inventory Asset,,5.00,64.391600,,Nos,Main Store
2637,2022-03-31,,Adjusted,536460000016820005,quantity,in house consumption,,Copper Ring 95mmX10,536460000009750109,LRCJA09510RTH1,Cost of Goods Sold,Inventory Asset,,-51.00,0.000000,,Nos,IHV
2638,2022-03-31,,Adjusted,536460000016820023,quantity,in house consumption,,Copper Ring 95mmX10,536460000009750109,LRCJA09510RTH1,Cost of Goods Sold,Inventory Asset,,-108.00,0.000000,,Nos,PHV
2639,2022-03-31,,Adjusted,536460000016820053,quantity,in house consumption,,Copper Ring 95mmX10,536460000009750109,LRCJA09510RTH1,Cost of Goods Sold,Inventory Asset,,-20.00,0.000000,,Nos,TTD
2640,2022-03-31,,Adjusted,536460000016820069,quantity,in house consumption,,Copper Ring 70mmX12,536460000009742850,LRCJA07012RTH1,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Nos,Main Store
2641,2022-03-31,,Adjusted,536460000016820087,quantity,in house consumption,,Copper Ring 70mmX12,536460000009742850,LRCJA07012RTH1,Cost of Goods Sold,Inventory Asset,,-62.00,0.000000,,Nos,PHV
2642,2022-03-31,,Adjusted,536460000016820103,quantity,in house consumption,,Copper Ring 70mmX10,536460000009744924,LRCJA07010RTH1,Cost of Goods Sold,Inventory Asset,,-60.00,0.000000,,Nos,PHV
2643,2022-03-31,,Adjusted,536460000016820121,quantity,in house consumption,,Copper Ring 50mmX8,536460000009738702,LRCJA00508RTH1,Cost of Goods Sold,Inventory Asset,,-10.00,0.000000,,Nos,IHV
2644,2022-03-31,,Adjusted,536460000016820139,quantity,in house consumption,,Copper Ring 50mmX8,536460000009738702,LRCJA00508RTH1,Cost of Goods Sold,Inventory Asset,,-5.00,0.000000,,Nos,PHV
2645,2022-03-31,,Adjusted,536460000016820155,quantity,in house consumption,,Copper Ring 50mmX16,536460000009741813,LRCJA05016RTH1,Cost of Goods Sold,Inventory Asset,,-24.00,0.000000,,Nos,IHV
2646,2022-03-31,,Adjusted,536460000016820173,quantity,in house consumption,,Copper Ring 50mmX16,536460000009741813,LRCJA05016RTH1,Cost of Goods Sold,Inventory Asset,,-8.00,0.000000,,Nos,PHV
2647,2022-03-31,,Adjusted,536460000016820189,quantity,in house consumption,,Copper Ring 50mmX16,536460000009741813,LRCJA05016RTH1,Cost of Goods Sold,Inventory Asset,,-11.00,0.000000,,Nos,Main Store
2648,2022-03-31,,Adjusted,536460000016820207,quantity,in house consumption,,"Allied Connector MS-3102-R-24 -7-P,16-Pin, Male,",536460000008974828,CMPAERE16PMBC5,Cost of Goods Sold,Inventory Asset,,-8.00,0.000000,,Nos,PHV
2649,2022-03-31,,Adjusted,536460000016820225,quantity,in house consumption,,"Allied Connector MS-3102-R-24 -7-P,16-Pin, Male,",536460000008974828,CMPAERE16PMBC5,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Nos,IHV
2650,2022-03-31,,Adjusted,536460000016820241,quantity,in house consumption,,Copper Ring 50mmX10,536460000009739739,LRCJA05010RTH1,Cost of Goods Sold,Inventory Asset,,-33.00,0.000000,,Nos,IHV
2651,2022-03-31,,Adjusted,536460000016820257,quantity,in house consumption,,Copper Ring 50mmX10,536460000009739739,LRCJA05010RTH1,Cost of Goods Sold,Inventory Asset,,-50.00,0.000000,,Nos,TTD
2652,2022-03-31,,Adjusted,536460000016820273,quantity,in house consumption,,Copper Ring 50mmX10,536460000009739739,LRCJA05010RTH1,Cost of Goods Sold,Inventory Asset,,-20.00,0.000000,,Nos,PHV
2653,2022-03-31,,Adjusted,536460000016820289,quantity,in house consumption,,Copper Ring 4mm X 6,536460000009720036,LRCJA00046RTH1,Cost of Goods Sold,Inventory Asset,,-1108.00,0.000000,,Nos,Main Store
